epoch,step,split,total_loss,pred_loss,inv_loss,gate_loss,swap_loss,swap_diff_loss,swap_same_loss,kl_loss,effective_lambda_kl,effective_lambda_envpred,effective_lambda_future_mi,effective_lambda_swap,effective_lambda_sep,effective_lambda_mask_sparse,aux_schedule_factor,ind_loss,sparse_loss,entropy_loss,residual_norm_loss,env_consistency_loss,persistence_mi_loss,envpred_loss,future_mi_loss,future_mi_type,env_fut_nll,env_fut_nll_plus,env_fut_nll_minus,env_fut_kl,pred_fut_logvar_mean,pred_fut_mu_norm,future_mi_valid,sep_loss,sep_mi_type,club_upper_bound,club_fit_nll,cross_cov_loss,hsic_loss,rank_loss,mask_sparse_loss,effective_lambda_persistence_mi,rho_mean,rho_std,rho_min,rho_max,rho_entropy,delta_gain_mean,delta_gain_std,delta_gain_pos_ratio,s_gain_mean,persist_score_mean,persist_score_std,s_persist_mean,s_gate_mean,persistence_valid,potential_gain_mean,swap_delta_mean,swap_weight_mean,env_mu_abs_mean,env_std_mean,r_env_abs_mean,y_inv_mae,y_potential_mae,y_hat_mae,sep_projection_ratio,sep_cos_z_env_before,sep_cos_z_env_after,sep_lowrank_energy_ratio,sep_residual_norm,sep_z_raw_norm,sep_z_inv_norm,sep_env_raw_norm,sep_env_norm,sep_proj_norm,sep_basis_rank,sep_svd_top_singular_mean,sep_lowrank_rank,sep_env_residual_norm,mask_mean,mask_std,mask_min,mask_max,mask_entropy,mask_active_ratio,env_plus_norm,env_minus_norm,env_hist_norm,env_fut_norm,env_fut_pred_norm,fusion_gamma_abs_mean,fusion_beta_abs_mean,timestamp_valid,cur_time_emb_norm,seq_time_emb_norm,future_time_emb_norm,backbone_aux_loss,curriculum_horizon,cast_vq_loss,cast_commit_loss,cast_mi_loss,stone_graph_perturb_loss,stone_spatial_graph_entropy,stone_temporal_graph_entropy,val_mae,val_mse,val_rmse,val_mape,val_wape,val_mae_h3,val_rmse_h3,val_mape_h3,val_wape_h3,val_mae_h6,val_rmse_h6,val_mape_h6,val_wape_h6,val_mae_h12,val_rmse_h12,val_mape_h12,val_wape_h12,val_mae_avg12,val_rmse_avg12,val_mape_avg12,val_wape_avg12,lr
1,20,train,0.9259988069534302,0.7714596390724182,0.7726958990097046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4993942379951477,0.4993942379951477,0.49946755170822144,0.0,-0.005680904723703861,0.41366204619407654,1.0,0.0,1.0,0.0,0.0,0.00047128990991041064,0.0,0.0,0.0,0.0,0.2691655457019806,0.014814920723438263,0.22950786352157593,0.3191889226436615,0.5799604058265686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0006005477625876665,0.45372727513313293,0.076326385140419,0.989526629447937,0.0,0.7726958990097046,0.7714596390724182,0.7714596390724182,0.08781838417053223,0.005592758301645517,1.784987019304296e-10,0.0,0.0,2.691328763961792,2.691328763961792,1.6845372915267944,1.6845372915267944,0.2347232699394226,0.0,0.0,0.0,0.0,0.2691655457019806,0.03112000599503517,0.15177324414253235,0.4231410026550293,0.5799604058265686,0.0,1.6911791563034058,1.6868555545806885,1.6845372915267944,1.6849215030670166,0.41366204619407654,0.027705112472176552,0.018263228237628937,1.0,3.2367196083068848,3.435791015625,3.4159953594207764,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.001
1,40,train,0.668182373046875,0.5490143895149231,0.5958399772644043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4953418970108032,0.4953418970108032,0.4953349828720093,0.0,-0.00673649599775672,0.4135476052761078,1.0,0.0,1.0,0.0,0.0,0.012073883786797523,0.0,0.0,0.0,0.0,0.26966938376426697,0.01851740851998329,0.21445545554161072,0.3235618472099304,0.5791907906532288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.04345787316560745,0.437923401594162,0.13450923562049866,0.9744572043418884,0.0,0.5958399772644043,0.5490143895149231,0.5490143895149231,0.09160913527011871,0.02434714324772358,7.870804702436729e-11,0.0,0.0,3.3054962158203125,3.3054957389831543,1.8147906064987183,1.8147906064987183,0.3033169209957123,0.0,0.0,0.0,0.0,0.26966938376426697,0.03821030631661415,0.11411124467849731,0.4342826008796692,0.5791907906532288,0.0,1.8234565258026123,1.817931056022644,1.8147906064987183,1.7894262075424194,0.4135476052761078,0.04295945540070534,0.0490654893219471,1.0,3.553332567214966,3.512082815170288,3.4957358837127686,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.001
1,60,train,0.33309629559516907,0.23265467584133148,0.5022080540657043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4495856463909149,0.4495856463909149,0.4496629536151886,0.0,-0.006294502876698971,0.41787028312683105,1.0,0.0,1.0,0.0,0.0,0.030473880469799042,0.0,0.0,0.0,0.0,0.27177244424819946,0.026743682101368904,0.187156543135643,0.4000454843044281,0.5791042447090149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.44259458780288696,0.45107871294021606,0.25190892815589905,0.8766090273857117,0.0,0.5022080540657043,0.23265467584133148,0.23265467584133148,0.10594680905342102,0.040332943201065063,3.821498326117556e-11,0.0,0.0,3.010037899017334,3.010037899017334,2.129004955291748,2.129004955291748,0.311488538980484,0.0,0.0,0.0,0.0,0.2717724144458771,0.04841382056474686,0.10033848136663437,0.5921461582183838,0.5791042447090149,0.0004442402278073132,2.1555237770080566,2.1241092681884766,2.129004955291748,2.1431047916412354,0.41787028312683105,0.10655376315116882,0.16888944804668427,1.0,3.3653154373168945,3.3608012199401855,3.4604568481445312,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.001
1,80,train,0.2626901865005493,0.18528389930725098,0.38703134655952454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3167761266231537,0.3167761564254761,0.31681036949157715,0.0,-0.006010547745972872,0.43081116676330566,1.0,0.0,1.0,0.0,0.0,0.07378865033388138,0.0,0.0,0.0,0.0,0.277629017829895,0.03502059355378151,0.17932233214378357,0.43064114451408386,0.5837079286575317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3859952390193939,0.4503873884677887,0.3223385214805603,0.6684434413909912,0.0,0.38703134655952454,0.18528389930725098,0.18528389930725098,0.09416937083005905,0.022723568603396416,-8.385913491393282e-11,0.0,0.0,3.0709903240203857,3.0709903240203857,2.310622215270996,2.310622215270996,0.28575485944747925,0.0,0.0,0.0,0.0,0.277629017829895,0.053074777126312256,0.11969881504774094,0.5469924211502075,0.5837079286575317,0.00027573530678637326,2.3360915184020996,2.3015880584716797,2.310622215270996,2.237884283065796,0.43081116676330566,0.13267944753170013,0.15083777904510498,1.0,3.323787212371826,3.2940735816955566,3.2646164894104004,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.001
1,100,train,0.21208006143569946,0.15781943500041962,0.27130311727523804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.22059549391269684,0.22059549391269684,0.2206161916255951,0.0,-0.006191215477883816,0.41938796639442444,1.0,0.0,1.0,0.0,0.0,0.11242011189460754,0.0,0.0,0.0,0.0,0.2681896984577179,0.03404698893427849,0.15610671043395996,0.37454697489738464,0.5750206112861633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.28047600388526917,0.4254515767097473,0.3153669238090515,0.4946745038032532,0.0,0.27130311727523804,0.15781943500041962,0.15781943500041962,0.07091069221496582,0.03637567535042763,-1.0203028005806303e-10,0.0,0.0,3.30183482170105,3.30183482170105,2.1568331718444824,2.1568331718444824,0.22341212630271912,0.0,0.0,0.0,0.0,0.2681896686553955,0.0501951202750206,0.1036066934466362,0.4816654324531555,0.5750206112861633,0.0,2.163756847381592,2.154836654663086,2.1568331718444824,2.181307792663574,0.41938796639442444,0.1536371409893036,0.10995730757713318,1.0,3.3123834133148193,3.280806541442871,3.1327619552612305,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.001
1,120,train,0.17792969942092896,0.1423158198595047,0.17806938290596008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.17501243948936462,0.17501243948936462,0.17502903938293457,0.0,-0.005858992226421833,0.4144696593284607,1.0,0.0,1.0,0.0,0.0,0.17433002591133118,0.0,0.0,0.0,0.0,0.26455360651016235,0.03526107221841812,0.1576104462146759,0.3924097716808319,0.5713600516319275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.15485376119613647,0.38790857791900635,0.31372806429862976,0.3927072584629059,0.0,0.17806938290596008,0.1423158198595047,0.1423158198595047,0.07399671524763107,0.03547557070851326,3.043473112418482e-11,0.0,0.0,3.501004934310913,3.501004934310913,2.0829508304595947,2.0829508304595947,0.2416500300168991,0.0,0.0,0.0,0.0,0.26455360651016235,0.04983844235539436,0.10558471828699112,0.4734359085559845,0.5713600516319275,0.0,2.08453631401062,2.082473039627075,2.0829508304595947,2.0498621463775635,0.4144696593284607,0.12908969819545746,0.07376466691493988,1.0,3.1641712188720703,3.2937943935394287,3.208817958831787,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.001
1,140,train,0.16243301331996918,0.13351862132549286,0.1445719450712204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.12239666283130646,0.12239666283130646,0.12243276089429855,0.0,-0.00606628879904747,0.42434850335121155,1.0,0.0,1.0,0.0,0.0,0.15133699774742126,0.0,0.0,0.0,0.0,0.2725025415420532,0.027905404567718506,0.1604030430316925,0.3605457544326782,0.5800949335098267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.06490982323884964,0.3487507700920105,0.2550971806049347,0.330501914024353,0.0,0.1445719450712204,0.13351862132549286,0.13351862132549286,0.08577617257833481,0.03501817584037781,1.2972554974677308e-10,0.0,0.0,3.446427345275879,3.446427345275879,1.701141595840454,1.701141595840454,0.26894158124923706,0.0,0.0,0.0,0.0,0.27250251173973083,0.0472705252468586,0.09684967994689941,0.46111634373664856,0.5800949335098267,0.0,1.70600163936615,1.6998894214630127,1.701141595840454,1.7324700355529785,0.42434850335121155,0.0716797262430191,0.03437069058418274,1.0,3.1872973442077637,3.2010111808776855,3.208468198776245,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.001
1,160,train,0.13625994324684143,0.11325211077928543,0.11503913998603821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09002681821584702,0.09002681821584702,0.09002649039030075,0.0,-0.005692134611308575,0.4125354290008545,1.0,0.0,1.0,0.0,0.0,0.15924334526062012,0.0,0.0,0.0,0.0,0.2661053538322449,0.0301427710801363,0.1556101143360138,0.3433090150356293,0.573386549949646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.042654599994421005,0.29596972465515137,0.25085484981536865,0.2494867891073227,0.0,0.11503913998603821,0.11325211077928543,0.11325211077928543,0.07513505965471268,0.02841297909617424,-4.6122577979090806e-11,0.0,0.0,3.478652238845825,3.478652238845825,1.635275959968567,1.635275959968567,0.2546135187149048,0.0,0.0,0.0,0.0,0.2661053240299225,0.048142556101083755,0.08958367258310318,0.469574898481369,0.573386549949646,0.0,1.6382715702056885,1.6345387697219849,1.635275959968567,1.6217647790908813,0.4125354290008545,0.07556536048650742,0.033545076847076416,1.0,3.20643949508667,3.1765379905700684,3.129318952560425,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.001
1,180,train,0.15387225151062012,0.12801234424114227,0.12929952144622803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.07796573638916016,0.07796573638916016,0.077962726354599,0.0,-0.005618925206363201,0.4061484634876251,1.0,0.0,1.0,0.0,0.0,0.17513495683670044,0.0,0.0,0.0,0.0,0.2702592611312866,0.02721806801855564,0.16940896213054657,0.33831799030303955,0.5776719450950623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.02890363149344921,0.3270215690135956,0.22201457619667053,0.24969126284122467,0.0,0.12929952144622803,0.12801234424114227,0.12801234424114227,0.07487940788269043,0.0450194887816906,9.247531906897422e-11,0.0,0.0,3.4263432025909424,3.4263432025909424,1.4646446704864502,1.4646446704864502,0.24300357699394226,0.0,0.0,0.0,0.0,0.2702592611312866,0.04788346216082573,0.10759038478136063,0.45716479420661926,0.5776719450950623,0.0,1.4677202701568604,1.4640647172927856,1.4646446704864502,1.4814916849136353,0.4061484634876251,0.05115959048271179,0.025399623438715935,1.0,3.0960521697998047,3.173893928527832,3.215269088745117,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.001
1,200,train,0.13828438520431519,0.11505115032196045,0.1161661371588707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.07018475979566574,0.07018475979566574,0.07019254565238953,0.0,-0.006819830741733313,0.4114355444908142,1.0,0.0,1.0,0.0,0.0,0.18700185418128967,0.0,0.0,0.0,0.0,0.26806163787841797,0.025493519380688667,0.17672014236450195,0.36853188276290894,0.5755963921546936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.01165343914180994,0.3140336573123932,0.21427838504314423,0.22416971623897552,0.0,0.1161661371588707,0.11505115032196045,0.11505115032196045,0.06091701239347458,0.03246842697262764,-3.0726465816144355e-10,0.0,0.0,3.578230619430542,3.578230619430542,1.3915677070617676,1.3915677070617676,0.20796899497509003,0.0,0.0,0.0,0.0,0.26806163787841797,0.047522641718387604,0.11158900707960129,0.48252686858177185,0.5755963921546936,0.0,1.3983269929885864,1.389570713043213,1.3915677070617676,1.4055856466293335,0.4114355444908142,0.04657263681292534,0.022559862583875656,1.0,3.2305984497070312,3.1828389167785645,3.2576823234558105,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.001
